Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,cleaned_reviewText,sentiment_scores,compound_score,processed_reviewText,compound,pos,neg,neu
3174,Michael Peterson,5.0,Seems to work fine in my Samsung . Galaxy III with the new android 4.1.1 os How big of a card can this phone handle&#62;  Anyone know?,2012-11-20,748,0,0,0,seems work fine samsung galaxy iii new android os big card phone handle anyone know,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.2023,seems work fine iii new android os big handle anyone know,0.2023,0.153,0.0,0.847
3175,MichaelP,5.0,"I am using it for my Hisense Sero Pro.  It has a fast xfer rate, up and down.  And measures out to ~29GB after format.  I am very happy with it!",2013-08-21,474,0,0,0,using hisense sero pro fast xfer rate measures gb format happy,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.5719,using hisense sero pro fast xfer rate measures happy,0.5719,0.316,0.0,0.684
3176,Michael Ray Goins,5.0,"Back when I purchased my Samsung Galaxy S4, the deciding factor between it and the iPhone was the capability of SD card storage, so when the chance came to grab a 32GB card for 20 dollars, I jumped on it. It performs flawlessly, and comes with a standard sized SD card so you can fit the micro into it and access it from your computer.Folks, if you purchase an Android phone with SD card capabilities, don't go for the 32GB phone and pay up to a hundred dollars more. Just grab a micro SD card for less, and thank me in the morning!",2013-08-28,467,0,0,0,back purchased samsung galaxy deciding factor iphone capability sd card storage chance came grab gb card dollars jumped performs flawlessly comes standard sized sd card fit micro access computerfolks purchase android phone sd card capabilities dont go gb phone pay hundred dollars grab micro sd card less thank morning,"{'neg': 0.026, 'neu': 0.816, 'pos': 0.158, 'compound': 0.7275}",0.7275,back purchased deciding factor iphone capability storage chance came grab dollars jumped performs flawlessly comes standard sized fit micro access computerfolks purchase android capabilities dont go pay hundred dollars grab micro less thank morning,0.7784,0.253,0.0,0.747
3177,"Michael R. Curry ""Tenacious--M""",5.0,I only buy SanDisk cards and this one is good just like I expected.  Great read and write speed and no issues whatsoever.  I also own the 64GB one and its just as good...Also comes with an adapter so you can use it in bigger/older size sd card slots.Buy with confidence!,2014-01-31,311,0,0,0,buy sandisk cards one good like expected great read write speed issues whatsoever also gb one goodalso comes adapter use biggerolder size sd card slotsbuy confidence,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9153}",0.9153,buy good like expected great read write no issues whatsoever also goodalso comes adapter use biggerolder size slotsbuy confidence,0.891,0.441,0.076,0.483
3178,Michael Rivera,5.0,Unbelievable room in a tiny package.  So far have been able to store and retrieve hi-def video with no problems.,2013-11-26,377,0,0,0,unbelievable room tiny package far able store retrieve hidef video problems,"{'neg': 0.2, 'neu': 0.667, 'pos': 0.133, 'compound': -0.2263}",-0.2263,unbelievable room tiny package far able store retrieve hidef video no problems,0.4692,0.289,0.0,0.711
3179,"Michael Rothberg ""Michael""",5.0,"Received today and there was a surprise in the package.  It contained an adapter so the Micro SD card can be used in a traditional SD slot.  I don't need it, but I can see where it might come in handy if I want to transfer files directly to my laptop.Actually, I purchased this for a Samsung Galaxy Tab 3 - 8&#34; tablet which also has a USB port for attaching a flash drive or any other storage, so I could always transfer data that way. In any case, I don't expect any problems, but the Galaxy will not arrive until Monday.",2013-11-29,374,0,0,0,received today surprise package contained adapter micro sd card used traditional sd slot dont need see might come handy want transfer files directly laptopactually purchased samsung galaxy tab tablet also usb port attaching flash drive storage could always transfer data way case dont expect problems galaxy arrive monday,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.5659}",0.5659,received today surprise package contained adapter micro used traditional slot dont need see might come handy want transfer files directly laptopactually purchased tab tablet also usb port attaching flash drive storage could always transfer data way case dont expect problems not arrive monday,0.5659,0.124,0.0,0.876
3180,"Michael Saffle ""Nonoboy""",5.0,I use the extra space to put all my apps and podcasts on. I have yet to put music on it but I don't think it will be a problem.,2014-11-02,36,0,0,0,use extra space put apps podcasts yet put music dont think problem,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.3089}",0.3089,use extra space put apps podcasts yet put music dont think problem,0.3089,0.17,0.0,0.83
3181,Michael Scosyrev,4.0,"I am using the 64 GB card in a Galaxy Note II phone and have had the card working perfectly from March to October. The speeds were fast and it always worked flawlessly.Then one day I decided to protect my data prior to going to Europe by encryping the card in the phone.The encryption process went properly and took about 3 hours (as my card was filled with about 18 gb of mostly image files).However, the phone then slowed down considerably and it took up to 10 second to decrypt the card every time I woke the phone up the screen. Needless to say I didn't like that and decided to return the card back to decrypted state. I did the procedure of decrypting it back and when it was done, the card became urneadable. Attempting to format it in the phone as well as in the computer with various utilities programs did not help. The card showed those old folders being present despite multiple formats but I could neither access the files nor permanent write to the card. (The phone could save pictures to the card while it's powered on but after restaring the phone, the newly taken pictures were gone).I contacted SanDisk who graciously exchange the card which now work great again. I give the card 4 stars just because I don't know whether the experienced problem was due to the card or the phone. The SanDisk has shown itself to have great customer service and I really appreciate them exchanging the card. I will definitely not encrypt it anymore. When card works, it works super fast and reliably.",2013-07-11,515,0,0,0,using gb card galaxy note ii phone card working perfectly march october speeds fast always worked flawlesslythen one day decided protect data prior going europe encryping card phonethe encryption process went properly took hours card filled gb mostly image fileshowever phone slowed considerably took second decrypt card every time woke phone screen needless say didnt like decided return card back decrypted state procedure decrypting back done card became urneadable attempting format phone well computer various utilities programs help card showed old folders present despite multiple formats could neither access files permanent write card phone could save pictures card powered restaring phone newly taken pictures gonei contacted sandisk graciously exchange card work great give card stars dont know whether experienced problem due card phone sandisk shown great customer service really appreciate exchanging card definitely encrypt anymore card works works super fast reliably,"{'neg': 0.029, 'neu': 0.759, 'pos': 0.213, 'compound': 0.985}",0.985,using note ii working perfectly march october speeds fast always worked flawlesslythen day decided protect data prior going europe encryping phonethe encryption process went properly took hours filled mostly image fileshowever slowed considerably took second decrypt every time woke screen needless say didnt like decided return back decrypted state procedure decrypting back done became urneadable attempting well various utilities programs not help showed old folders present despite multiple formats could neither access files permanent write could save pictures powered restaring newly taken pictures gonei contacted graciously exchange work great give stars dont know whether experienced problem due shown great customer service really appreciate exchanging definitely not encrypt anymore works works super fast reliably,0.9806,0.238,0.05,0.712
3182,"Michael S. Kelley ""DVD junkie""",5.0,MicroSDXC is the wave of future storage for any manufacturer that has any sense. These little cars can increase the storage capacity of the most basic of devices for far less than buying more expensive models that don't allow external storage. Easy to use and with an industry standard that expands up to 2TB in capacity.,2013-03-26,622,0,0,0,microsdxc wave future storage manufacturer sense little cars increase storage capacity basic devices far less buying expensive models dont allow external storage easy use industry standard expands tb capacity,"{'neg': 0.051, 'neu': 0.758, 'pos': 0.192, 'compound': 0.5655}",0.5655,microsdxc wave future storage manufacturer sense little cars increase storage capacity basic devices far less buying expensive models dont allow external storage easy use industry standard expands tb capacity,0.5655,0.192,0.051,0.758
3183,Michael swaim,5.0,one of the best memory cards for a good low price. SanDisk Has and Will Always be a great company to do business with.,2014-05-17,205,0,0,0,one best memory cards good low price sandisk always great company business,"{'neg': 0.099, 'neu': 0.376, 'pos': 0.526, 'compound': 0.8779}",0.8779,best good low price always great company business,0.8779,0.647,0.121,0.231
3184,"Michael Thompson (strider_mt2k) ""Strider_mt2k""",5.0,SanDisk quality shines through every time.I tried cheaper memory cards and have watched them fail over time.Even my oldest SanDisk flash stuff still all work years after purchasing and that's enough reason to pay more.,2014-11-06,32,0,0,0,sandisk quality shines every timei tried cheaper memory cards watched fail timeeven oldest sandisk flash stuff still work years purchasing thats enough reason pay,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.5994}",-0.5994,quality shines every timei tried cheaper watched fail timeeven oldest flash stuff still work years purchasing thats enough reason pay,-0.5994,0.0,0.214,0.786
3185,Michael V,5.0,I put this in my GS3 and it works fine. Tons of storage and stuff still loads very quickly and transfers well.,2013-04-17,600,0,0,0,put gs works fine tons storage stuff still loads quickly transfers well,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.4404}",0.4404,put gs works fine tons storage stuff still loads quickly transfers well,0.4404,0.281,0.0,0.719
3186,"MicheleLK ""Michele""",5.0,"I bought this after I found out that you can add a memory card to the Samsung galaxy s4! I never even knew that you could, and so once I found out I bought this and installed it. It's worked perfectly since and holds all of my songs and videos.  Great buy!",2014-03-01,282,0,0,0,bought found add memory card samsung galaxy never even knew could found bought installed worked perfectly since holds songs videos great buy,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8519}",0.8519,bought found add never even knew could found bought installed worked perfectly since holds songs videos great buy,0.8519,0.342,0.0,0.658
3187,Michelle Carey,5.0,"I haven't had any problems with this card.  I use it with my Galaxy S3.  The transfer speeds have been quite fast and I didn't have to format the card.  Between this card and my Dropbox, I don't ever foresee me running out of space.",2012-09-22,807,0,0,0,havent problems card use galaxy transfer speeds quite fast didnt format card card dropbox dont ever foresee running space,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3089}",0.3089,havent problems use transfer speeds quite fast didnt dropbox dont ever foresee running space,0.3089,0.148,0.0,0.852
3188,Michelle P.,5.0,I got this for my phone and it is working well as storage for my music and images.  I would order this again if I needed another.,2013-12-18,355,0,0,0,got phone working well storage music images would order needed another,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,got working well storage music images would order needed another,0.2732,0.189,0.0,0.811
3189,Michhub,4.0,"Do your self a favor and get some memory for that fancy new phone.I have taken countless photos & videos, downloaded several apps andloaded a bunch of music and still have room to spare.",2013-09-05,459,0,0,0,self favor get memory fancy new phonei taken countless photos videos downloaded several apps andloaded bunch music still room spare,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.4019,self favor get fancy new phonei taken countless photos videos downloaded several apps andloaded bunch music still room spare,0.4019,0.13,0.0,0.87
3190,michrech,5.0,"I purchased this for my Wandboard Quad.  I loaded the Wandboard provided Android 4.2.2 image and have had zero issues.  As the OS boots and runs from this card, it boots pretty quickly (though not as quickly as if it were booting from eMMC), and runs smoothly once at the Android launcher.",2013-10-31,403,0,0,0,purchased wandboard quad loaded wandboard provided android image zero issues os boots runs card boots pretty quickly though quickly booting emmc runs smoothly android launcher,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4939}",0.4939,purchased wandboard quad loaded wandboard provided android image zero issues os boots runs boots pretty quickly though not quickly booting emmc runs smoothly android launcher,0.4939,0.118,0.0,0.882
3191,Mickeylangs,5.0,Works well. Use in my Galaxy s4 as an expansion card. Works well. Have used and liked SanDisk cards before.,2013-09-08,456,0,0,0,works well use galaxy expansion card works well used liked sandisk cards,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7184}",0.7184,works well use expansion works well used liked,0.7184,0.583,0.0,0.417
3192,MidwestAS,1.0,I can't read or write anything on this card on my PC or my GS3. I am pretty sure that I got a dud.,2012-10-18,781,0,0,0,cant read write anything card pc gs pretty sure got dud,"{'neg': 0.129, 'neu': 0.516, 'pos': 0.355, 'compound': 0.5423}",0.5423,cant read write anything pc gs pretty sure got dud,0.5423,0.379,0.138,0.483
3193,Miguel,4.0,Works great. Only problem is that if i put the card in a multi car reader it does not read the car. Has to be put in a SD CARD ONLY reader to work and be read by computer,2014-02-22,289,0,0,0,works great problem put card multi car reader read car put sd card reader work read computer,"{'neg': 0.124, 'neu': 0.688, 'pos': 0.188, 'compound': 0.34}",0.34,works great problem put multi car reader not read car put reader work read,0.34,0.218,0.144,0.638
3194,Miguel WestPalm,5.0,I think a really good memory card at good price. I got it and still have s lot of space for all my music and videos.,2014-03-30,253,0,0,0,think really good memory card good price got still lot space music videos,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.7264}",0.7264,think really good good price got still lot space music videos,0.7485,0.414,0.0,0.586
3195,Mikeal Butler,5.0,"I use one in my go pro's, Note 3 and S5 and they all work great. I would recommend no doubt :D",2014-03-06,277,0,0,0,use one go pros note work great would recommend doubt,"{'neg': 0.155, 'neu': 0.435, 'pos': 0.41, 'compound': 0.6249}",0.6249,use go pros note work great would recommend no doubt,0.8276,0.554,0.0,0.446
3196,MikeBaz,5.0,"Using it on my Surface Pro to add extra storage and is working fine. It's as fast as I would want it to be and was plug and play like a memory card should be.Came as exFAT which with Windows 8 isn't a problem, but if you are using an OS that is over a decade old (looking at you, XP) you may have issues.BitLocker to go works fine with the card as you would expect.",2013-03-29,619,0,0,0,using surface pro add extra storage working fine fast would want plug play like memory card became exfat windows isnt problem using os decade old looking xp may issuesbitlocker go works fine card would expect,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8924}",0.8924,using surface pro add extra storage working fine fast would want plug play like became exfat windows isnt problem using os decade old looking xp may issuesbitlocker go works fine would expect,0.8924,0.37,0.0,0.63
3197,"Mike ""Big Daddy Rat""",5.0,"I got this to use with the HP Slate 7- EXTREME (even though that device is supposed to only use 32 GB), I formatted it FAT32 and 'mounted' it, and it works great...",2014-03-14,269,0,0,0,got use hp slate extreme even though device supposed use gb formatted fat mounted works great,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6249}",0.6249,got use hp slate extreme even though device supposed use formatted fat mounted works great,0.6249,0.227,0.0,0.773
3198,Mike Calabrese,1.0,The docs for my Smart Phone said that this card would work in it.  After talking to SanDisk support I was told that a 32GB card was the max for my phone.  So I returned this card for a 32GB.  This card is probably a very good product.  Just the documentation for my phone was bad.,2013-11-29,374,1,6,7,docs smart phone said card would work talking sandisk support told gb card max phone returned card gb card probably good product documentation phone bad,"{'neg': 0.107, 'neu': 0.64, 'pos': 0.253, 'compound': 0.5859}",0.5859,docs smart said would work talking support told max returned probably good product documentation bad,0.5859,0.364,0.154,0.482
3199,Mike Callery,5.0,Works like a charm in my Galaxy Note 3.  I'm tired of getting bogus SD cards off another major auction house.,2013-04-12,605,0,0,0,works like charm galaxy note im tired getting bogus sd cards another major auction house,"{'neg': 0.144, 'neu': 0.597, 'pos': 0.259, 'compound': 0.3182}",0.3182,works like charm note im tired getting bogus another major auction house,0.3182,0.304,0.17,0.526
3200,Mike Camacho,5.0,I just purchased a new laptop that has both a micro and regular SD card slotyou can't beat the price!product is as described and arrived very quickly,2013-08-13,482,0,0,0,purchased new laptop micro regular sd card slotyou cant beat priceproduct described arrived quickly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,purchased new laptop micro regular slotyou cant beat priceproduct described arrived quickly,0.0,0.0,0.0,1.0
3201,"Mike G ""Mike""",5.0,Purchased this for my Galaxy S3. Went from a 32 GiB internal to a total of 64 GiB of storage. The card hasn't presented any problems and seems pretty speedy. I use it for storing all my nandroid backups and ROM downloads.,2013-03-16,632,0,0,0,purchased galaxy went gib internal total gib storage card hasnt presented problems seems pretty speedy use storing nandroid backups rom downloads,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.666}",0.666,purchased went gib internal total gib storage hasnt presented problems seems pretty speedy use storing nandroid backups rom downloads,0.666,0.243,0.0,0.757
3202,Mike Hall,5.0,"I bought this to expand storage in my Samsung Galaxy Reverb.  I was getting 8-10 MB/s transfer speed while transferring MP3s on my commodity SD card reader (Kodak brand, $10-$15 at any supermarket electronics section).  It is worth noting that UHS-1 cards basically revert to class 10 if your hardware isn't UHS-1 compatible.I've been using the card for a month or so and have never had trouble with it - no read errors, no mount errors, no bad sectors.I got mine on a Black Friday sale, so the value was great.  Do some price shopping - if the price is good, you can't go wrong with this if you want a big micro SD card.  As usual, Sandisk is a good way to go.",2013-01-16,691,0,0,0,bought expand storage samsung galaxy reverb getting mbs transfer speed transferring mps commodity sd card reader kodak brand supermarket electronics section worth noting uhs cards basically revert class hardware isnt uhs compatibleive using card month never trouble read errors mount errors bad sectorsi got mine black friday sale value great price shopping price good cant go wrong want big micro sd card usual sandisk good way go,"{'neg': 0.083, 'neu': 0.644, 'pos': 0.273, 'compound': 0.9352}",0.9352,bought expand storage reverb getting transfer transferring mps commodity reader kodak brand supermarket electronics section worth noting uhs basically revert hardware isnt uhs compatibleive using month never trouble no read errors no mount errors no bad sectorsi got mine black friday sale value great price shopping price good cant go wrong want big micro usual good way go,0.9741,0.388,0.044,0.567
3203,Mike,5.0,"As I expect from sandisk, this card is fast, reliable and works great with the gopro 3.Comes with the adapter.....pretty cool to have 64gig of space on such a small ad card.Not cheap, but worth the money, in my opinion.",2013-01-15,692,0,0,0,expect sandisk card fast reliable works great gopro comes adapterpretty cool gig space small ad cardnot cheap worth money opinion,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.8074}",0.8074,expect fast reliable works great gopro comes adapterpretty cool gig space small ad cardnot cheap worth money opinion,0.8074,0.356,0.0,0.644
3204,Mike,5.0,"Bought this because I discovered that I had accidently left a class 2 card in my phone for over a year. Was troubleshooting the sluggishness and realized my error. This card, while not officially supported, works perfectly fine. I partitioned it using the ROM Manager. Also installed Link2SD and moved the largest apps to an ext2 partition.",2013-10-21,413,0,0,0,bought discovered accidently left class card phone year troubleshooting sluggishness realized error card officially supported works perfectly fine partitioned using rom manager also installed linksd moved largest apps ext partition,"{'neg': 0.072, 'neu': 0.663, 'pos': 0.265, 'compound': 0.743}",0.743,bought discovered accidently left year troubleshooting sluggishness realized error not officially supported works perfectly fine partitioned using rom manager also installed linksd moved largest apps ext partition,0.4657,0.224,0.136,0.64
3205,mike,5.0,Hopefully these will get cheaper but worth every cent to have more recording time I used 5 of these for Christmas work great and you have good eyes !!!,2013-12-01,372,0,0,0,hopefully get cheaper worth every cent recording time used christmas work great good eyes,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.891}",0.891,hopefully get cheaper worth every cent recording time used christmas work great good eyes,0.891,0.537,0.0,0.463
3206,mike,5.0,in my Samsung note 2. fast no delays. transfers data in fon and to pc immediately. Good value for a top rated card.,2014-11-03,35,0,0,0,samsung note fast delays transfers data fon pc immediately good value top rated card,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7269}",0.7269,note fast no delays transfers data fon pc immediately good value top rated,0.5994,0.388,0.12,0.492
3207,Mike,5.0,"Installed in Samsung Galaxy S3.Latest Verizon stock rom supports exFAT, and you can format this your Windows PC.You can also format this NTFS and use several 3rd party apps to mount automatically. (suggest Paragon).",2013-07-28,498,0,0,0,installed samsung galaxy slatest verizon stock rom supports exfat format windows pcyou also format ntfs use several rd party apps mount automatically suggest paragon,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.6369}",0.6369,installed slatest verizon stock rom supports exfat windows pcyou also ntfs use several rd party apps mount automatically suggest paragon,0.6369,0.224,0.0,0.776
3208,Mike,5.0,I've been using this card in my smartphone for a while now. It had enough room for all of my 20gig of music. Its got tons of pictures and downloads too. Still plenty of room. If you like to store data on your phone this will be good for you. no hiccups so far with this product.,2014-01-22,320,0,0,0,ive using card smartphone enough room gig music got tons pictures downloads still plenty room like store data phone good hiccups far product,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.6597}",0.6597,ive using smartphone enough room gig music got tons pictures downloads still plenty room like store data good no hiccups far product,0.4939,0.203,0.083,0.714
3209,Mike,5.0,"This will be a very unscientific review as I did not conduct any benchmarks.Purchased this card for my Galaxy Note 2 since T-Mobile only offered the 16GB version of the phone.Review:I researched this purchase prior to buying it on Amazon so I was somewhat hesitant to purchase this card and have to jump through hoops to get it recognized by my Galaxy Note 2.When the card arrived I immediately put it into my phone.  The card was instantly recognized and the phone booted up and mounted the SD Card without any prompting.Boot seemed very fast, faster than the stock card that came with my phone.  Again, unscientifically, this card seems much much faster than my old card.  All my movies and photos seem to come up quickly without much delay.My usable space reported is 59.45GB.I highly recommend this card to anyone.  It is extremely fast and very easy to use (for my Galaxy Note 2 phone at least).Pros:-Phone boots faster-A lot of space to store movies, music and pictures-Worked the first time I plugged it in without any special hoops to jump throughCons:-None",2013-02-26,650,0,0,0,unscientific review conduct benchmarkspurchased card galaxy note since tmobile offered gb version phonereviewi researched purchase prior buying amazon somewhat hesitant purchase card jump hoops get recognized galaxy note card arrived immediately put phone card instantly recognized phone booted mounted sd card without promptingboot seemed fast faster stock card came phone unscientifically card seems much much faster old card movies photos seem come quickly without much delaymy usable space reported gbi highly recommend card anyone extremely fast easy use galaxy note phone leastprosphone boots fastera lot space store movies music picturesworked first time plugged without special hoops jump throughconsnone,"{'neg': 0.038, 'neu': 0.889, 'pos': 0.073, 'compound': 0.5728}",0.5728,unscientific review not conduct benchmarkspurchased note since tmobile offered version phonereviewi researched purchase prior buying amazon somewhat hesitant purchase jump hoops get recognized note arrived immediately put instantly recognized booted mounted without promptingboot seemed fast faster stock came unscientifically seems much much faster old movies photos seem come quickly without much delaymy usable space reported gbi highly recommend anyone extremely fast easy use note leastprosphone boots fastera lot space store movies music picturesworked first time plugged without special hoops jump throughconsnone,0.5728,0.088,0.045,0.867
3210,Mike,5.0,Use this in my Windows 8 tablet. Works well and I can get close to the published throughput of 30MB/s.,2014-05-05,217,0,0,0,use windows tablet works well get close published throughput mbs,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,use windows tablet works well get close published throughput,0.2732,0.208,0.0,0.792
3211,Mike,5.0,Works great with the HD 720P Dual Lens IR Night Vision Car DVR Camera Dash Cam Video Recorder Motion Detection.,2013-05-07,580,0,0,0,works great hd p dual lens ir night vision car dvr camera dash cam video recorder motion detection,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.7269}",0.7269,works great hd p dual lens ir night vision car dvr camera dash cam video recorder motion detection,0.7269,0.276,0.0,0.724
3212,Mike Hunt,5.0,Huge capacity and recognized without a hitch on galaxy s3. Reasonably fast card with huge amounts of storage for a good price.,2012-12-21,717,0,0,0,huge capacity recognized without hitch galaxy reasonably fast card huge amounts storage good price,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.7579}",0.7579,huge capacity recognized without hitch reasonably fast huge amounts storage good price,0.7579,0.455,0.0,0.545
3213,Mike Jones,5.0,I bought this item and at first the card was defective however a quick online chat with sandisk and two weeks later I had a new working device. Not much to say other than a Great product and company. Definitely recommend.,2013-03-17,631,0,0,0,bought item first card defective however quick online chat sandisk two weeks later new working device much say great product company definitely recommend,"{'neg': 0.093, 'neu': 0.609, 'pos': 0.298, 'compound': 0.7506}",0.7506,bought item first defective however quick online chat two weeks later new working device not much say great product company definitely recommend,-0.2486,0.177,0.211,0.612
3214,Mike Kelley,5.0,Delivery was on time and the device worked perfectly for my Microsoft Surface Pro. I needed extra memory for my Surface and this 64G was perfect.,2013-12-16,357,0,0,0,delivery time device worked perfectly microsoft surface pro needed extra memory surface g perfect,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.836}",0.836,delivery time device worked perfectly microsoft surface pro needed extra surface g perfect,0.836,0.418,0.0,0.582
3215,Mike Lewis,5.0,It fits in my phone. It holds lots of stuff. It comes with a reader that works in my laptop.,2014-06-01,190,0,0,0,fits phone holds lots stuff comes reader works laptop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,fits holds lots stuff comes reader works laptop,0.0,0.0,0.0,1.0
3216,MikeL,5.0,Great brand and excellent price. I purchased this for my Lenovo IdeaTab A2109 tablet. The adapter comes in handy when I need to use for a standard SD slot.,2013-03-16,632,0,0,0,great brand excellent price purchased lenovo ideatab tablet adapter comes handy need use standard sd slot,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.8316}",0.8316,great brand excellent price purchased lenovo ideatab tablet adapter comes handy need use standard slot,0.8316,0.375,0.0,0.625
3217,Mike L,5.0,"Works great in my Galaxy SIII, allows me to both take considerable more music and video with me, while also recording more pictures and video.I haven't done speed benchmarks on the card, but when copying mp3's to it at no point did I think &#34;this is a slow piece of crap.&#34;, as I have with other SD cards previously.  The included adapter made it work directly in my laptop as well.I do recommend anyone with a memory card this large does regular backups to their PC or other media - as nice as it is to be able to take 64gb of pictures, it would make it even worse if you lost your phone and they were the only copy.",2012-02-12,1030,0,0,0,works great galaxy siii allows take considerable music video also recording pictures videoi havent done speed benchmarks card copying mps point think slow piece crap sd cards previously included adapter made work directly laptop welli recommend anyone memory card large regular backups pc media nice able take gb pictures would make even worse lost phone copy,"{'neg': 0.119, 'neu': 0.742, 'pos': 0.139, 'compound': 0.34}",0.34,works great siii allows take considerable music video also recording pictures videoi havent done benchmarks copying mps no point think slow piece crap previously included adapter made work directly laptop welli recommend anyone large regular backups pc media nice able take pictures would make even worse lost copy,0.0516,0.155,0.168,0.677
3218,mike n ike,5.0,"I bought this for the expandable memory in my Galaxy Note 2, and it works perfectly without any issues. It is plug and play, no format required, at least with Jellybean.",2012-11-27,741,0,0,0,bought expandable memory galaxy note works perfectly without issues plug play format required least jellybean,"{'neg': 0.106, 'neu': 0.676, 'pos': 0.218, 'compound': 0.4878}",0.4878,bought expandable note works perfectly without issues plug play no required least jellybean,0.2415,0.228,0.23,0.542
3219,MikePahl,5.0,"Very fast card, works great in my GS4. I wanted something very fast but reliable and this is the ticket.",2013-12-26,347,0,0,0,fast card works great gs wanted something fast reliable ticket,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,fast works great gs wanted something fast reliable ticket,0.6249,0.339,0.0,0.661
3220,Mike P.,5.0,"I will start by saying I do not really understand the whole &#34;class&#34; rating system of these cards. This is described as class 10, which to my minor research, is pretty fast at uploading and downloading data. And it seems to me to work just fine. Didn't take very long to upload some HD movies I had on my computer that I wanted on my phone. My thought with buying this was simply this.... Why short change myself? Ill just buy the biggest(capacity) and the alleged 'fastest' and by happy. And I am.",2013-08-19,476,0,0,0,start saying really understand whole class rating system cards described class minor research pretty fast uploading downloading data seems work fine didnt take long upload hd movies computer wanted phone thought buying simply short change ill buy biggestcapacity alleged fastest happy,"{'neg': 0.058, 'neu': 0.763, 'pos': 0.179, 'compound': 0.7096}",0.7096,start saying not really understand whole rating system described minor research pretty fast uploading downloading data seems work fine didnt take long upload hd movies wanted thought buying simply short change ill buy biggestcapacity alleged fastest happy,0.7096,0.196,0.063,0.742
3221,Mike R.,5.0,"Awesome, just awesome. Great speed also. I use this in a Nikon DSLR, taking 24MP pictures, and this thing rips though them like nothing. I haven't had any heat issues at all or data loss.",2014-06-02,189,1,0,1,awesome awesome great speed also use nikon dslr taking mp pictures thing rips though like nothing havent heat issues data loss,"{'neg': 0.069, 'neu': 0.483, 'pos': 0.447, 'compound': 0.926}",0.926,awesome awesome great also use nikon dslr taking mp pictures thing rips though like nothing havent heat issues data loss,0.926,0.461,0.072,0.467
